week_index,week_start,region,product_category,channel,currency,existing_users,base_impressions,base_spend,cpi,ctr,cvr,avg_order_value,engagement_value_per_click,freq_cap_per_user,adstock_decay,sat_curve_basis,sat_alpha,sat_k_half_impr,sat_beta,sat_alpha_spend,sat_k_half_spend,sat_beta_spend,min_spend_this_week,max_spend_this_week,priority_weight
8,2025-07-21,Ontario,Apparel,Affiliate,CAD,163886,6436325,36651.23,0.005694,0.018712,0.031907,87.3,0.2652,4,0.4,impressions,1.0,6600000,1.0,1.0,66000,1.0,10995.37,65972.22,0.941
9,2025-07-28,Ontario,Apparel,Affiliate,CAD,182395,5060111,31733.01,0.006271,0.016922,0.027391,83.98,0.2692,4,0.4,impressions,1.0,6600000,1.0,1.0,66000,1.0,9519.9,57119.42,1.028
10,2025-08-04,Ontario,Apparel,Affiliate,CAD,182026,4876170,28516.96,0.005848,0.019359,0.030148,88.12,0.2405,4,0.4,impressions,1.0,6600000,1.0,1.0,66000,1.0,8555.09,51330.53,1.057
11,2025-08-11,Ontario,Apparel,Affiliate,CAD,181821,5088505,31107.85,0.006113,0.016311,0.030515,88.64,0.2393,4,0.4,impressions,1.0,6600000,1.0,1.0,66000,1.0,9332.35,55994.12,0.971
12,2025-08-18,Ontario,Apparel,Affiliate,CAD,206311,6682405,42170.69,0.006311,0.018851,0.030851,87.72,0.2711,4,0.4,impressions,1.0,6600000,1.0,1.0,66000,1.0,12651.21,75907.24,0.943
13,2025-08-25,Ontario,Apparel,Affiliate,CAD,194953,5782043,36891.06,0.00638,0.018772,0.030204,84.8,0.2642,4,0.4,impressions,1.0,6600000,1.0,1.0,66000,1.0,11067.32,66403.9,1.055
1,2025-06-02,Ontario,Apparel,Email,CAD,163997,2826739,4642.33,0.001642,0.045672,0.03764,86.64,0.2531,6,0.2,impressions,1.0,3300000,0.95,1.0,44000,0.95,928.47,11605.82,0.974
2,2025-06-09,Ontario,Apparel,Email,CAD,188432,2752944,3859.47,0.001402,0.049989,0.037692,85.07,0.2543,6,0.2,impressions,1.0,3300000,0.95,1.0,44000,0.95,771.89,9648.66,1.08
3,2025-06-16,Ontario,Apparel,Email,CAD,188464,2890086,4705.58,0.001628,0.049732,0.042859,81.54,0.2298,6,0.2,impressions,1.0,3300000,0.95,1.0,44000,0.95,941.12,11763.96,0.985
4,2025-06-23,Ontario,Apparel,Email,CAD,166905,4004319,5408.33,0.001351,0.048265,0.041128,88.98,0.2366,6,0.2,impressions,1.0,3300000,0.95,1.0,44000,0.95,1081.67,13520.83,0.948
5,2025-06-30,Ontario,Apparel,Email,CAD,178323,3004056,4059.62,0.001351,0.047349,0.043969,86.19,0.2685,6,0.2,impressions,1.0,3300000,0.95,1.0,44000,0.95,811.92,10149.05,1.092
6,2025-07-07,Ontario,Apparel,Email,CAD,200130,2874857,4375.53,0.001522,0.053935,0.039472,88.97,0.2741,6,0.2,impressions,1.0,3300000,0.95,1.0,44000,0.95,875.11,10938.82,0.96
7,2025-07-14,Ontario,Apparel,Email,CAD,180130,2747841,3882.03,0.001413,0.048718,0.037319,86.33,0.2505,6,0.2,impressions,1.0,3300000,0.95,1.0,44000,0.95,776.41,9705.07,0.975
8,2025-07-21,Ontario,Apparel,Email,CAD,205499,3820112,5601.77,0.001466,0.054874,0.042829,88.52,0.2421,6,0.2,impressions,1.0,3300000,0.95,1.0,44000,0.95,1120.35,14004.43,0.978
9,2025-07-28,Ontario,Apparel,Email,CAD,204193,2876780,4113.49,0.00143,0.051799,0.038367,85.63,0.274,6,0.2,impressions,1.0,3300000,0.95,1.0,44000,0.95,822.7,10283.72,1.083
10,2025-08-04,Ontario,Apparel,Email,CAD,195869,3190739,4923.28,0.001543,0.047538,0.039215,85.15,0.2298,6,0.2,impressions,1.0,3300000,0.95,1.0,44000,0.95,984.66,12308.2,0.988
11,2025-08-11,Ontario,Apparel,Email,CAD,185911,2809550,4210.36,0.001499,0.051182,0.036701,88.66,0.2698,6,0.2,impressions,1.0,3300000,0.95,1.0,44000,0.95,842.07,10525.91,1.039
12,2025-08-18,Ontario,Apparel,Email,CAD,171328,3397049,5101.12,0.001502,0.0484,0.036519,85.86,0.2253,6,0.2,impressions,1.0,3300000,0.95,1.0,44000,0.95,1020.22,12752.8,0.97
13,2025-08-25,Ontario,Apparel,Email,CAD,204877,2901363,4157.23,0.001433,0.050411,0.038351,88.14,0.2323,6,0.2,impressions,1.0,3300000,0.95,1.0,44000,0.95,831.45,10393.08,1.025
1,2025-06-02,Ontario,Apparel,Online Video,CAD,182797,5801762,36713.0,0.006328,0.00313,0.008876,86.24,0.2566,3,0.7,impressions,1.0,15400000,1.15,1.0,121000,1.1,11013.9,62412.1,1.083
2,2025-06-09,Ontario,Apparel,Online Video,CAD,178445,6618264,45967.45,0.006946,0.002823,0.00893,87.64,0.2662,3,0.7,impressions,1.0,15400000,1.15,1.0,121000,1.1,13790.23,78144.66,0.914
3,2025-06-16,Ontario,Apparel,Online Video,CAD,186263,6458656,47043.85,0.007284,0.00291,0.009324,88.95,0.2477,3,0.7,impressions,1.0,15400000,1.15,1.0,121000,1.1,14113.16,79974.55,0.93
4,2025-06-23,Ontario,Apparel,Online Video,CAD,172911,8075747,61626.42,0.007631,0.002977,0.009081,83.87,0.274,3,0.7,impressions,1.0,15400000,1.15,1.0,121000,1.1,18487.93,104764.92,0.938
5,2025-06-30,Ontario,Apparel,Online Video,CAD,196190,6506062,41187.91,0.006331,0.002785,0.008915,84.53,0.2744,3,0.7,impressions,1.0,15400000,1.15,1.0,121000,1.1,12356.37,70019.44,0.924
6,2025-07-07,Ontario,Apparel,Online Video,CAD,185131,6402799,48352.25,0.007552,0.002984,0.008615,82.29,0.2479,3,0.7,impressions,1.0,15400000,1.15,1.0,121000,1.1,14505.68,82198.83,1.066
7,2025-07-14,Ontario,Apparel,Online Video,CAD,195902,5699850,42229.72,0.007409,0.002839,0.008779,85.24,0.2451,3,0.7,impressions,1.0,15400000,1.15,1.0,121000,1.1,12668.92,71790.53,1.094
8,2025-07-21,Ontario,Apparel,Online Video,CAD,184189,8253682,57970.78,0.007024,0.003072,0.009642,82.72,0.2257,3,0.7,impressions,1.0,15400000,1.15,1.0,121000,1.1,17391.23,98550.32,1.056
9,2025-07-28,Ontario,Apparel,Online Video,CAD,201279,6262882,43930.6,0.007014,0.003117,0.009878,84.38,0.2393,3,0.7,impressions,1.0,15400000,1.15,1.0,121000,1.1,13179.18,74682.01,0.908
10,2025-08-04,Ontario,Apparel,Online Video,CAD,164254,6010735,42898.31,0.007137,0.003287,0.009888,83.57,0.2362,3,0.7,impressions,1.0,15400000,1.15,1.0,121000,1.1,12869.49,72927.14,0.995
11,2025-08-11,Ontario,Apparel,Online Video,CAD,193280,6888178,46982.2,0.006821,0.002734,0.009393,82.44,0.2522,3,0.7,impressions,1.0,15400000,1.15,1.0,121000,1.1,14094.66,79869.75,0.998
12,2025-08-18,Ontario,Apparel,Online Video,CAD,204344,7689323,58042.31,0.007548,0.003166,0.009427,82.49,0.2679,3,0.7,impressions,1.0,15400000,1.15,1.0,121000,1.1,17412.69,98671.93,0.956
13,2025-08-25,Ontario,Apparel,Online Video,CAD,181987,5937845,38617.89,0.006504,0.003256,0.009835,89.03,0.2293,3,0.7,impressions,1.0,15400000,1.15,1.0,121000,1.1,11585.37,65650.41,1.099
1,2025-06-02,Ontario,Home & Garden,Paid Search,CAD,175634,7483059,93288.45,0.012467,0.03492,0.055555,167.49,0.317,4,0.3,impressions,1.0,10000000,1.1,1.0,120000,1.05,46644.23,139932.68,0.92
2,2025-06-09,Ontario,Home & Garden,Paid Search,CAD,179890,8025568,91634.1,0.011418,0.036011,0.051488,166.21,0.2896,4,0.3,impressions,1.0,10000000,1.1,1.0,120000,1.05,45817.05,137451.16,0.915
3,2025-06-16,Ontario,Home & Garden,Paid Search,CAD,196153,8368108,108364.34,0.01295,0.03404,0.053989,157.19,0.2928,4,0.3,impressions,1.0,10000000,1.1,1.0,120000,1.05,54182.17,162546.51,1.06
4,2025-06-23,Ontario,Home & Garden,Paid Search,CAD,175631,9631871,113446.68,0.011778,0.038176,0.058251,165.14,0.3005,4,0.3,impressions,1.0,10000000,1.1,1.0,120000,1.05,56723.34,170170.02,0.945
5,2025-06-30,Ontario,Home & Garden,Paid Search,CAD,199822,8057444,88242.12,0.010952,0.032515,0.051529,166.22,0.3259,4,0.3,impressions,1.0,10000000,1.1,1.0,120000,1.05,44121.06,132363.19,0.937
6,2025-07-07,Ontario,Home & Garden,Paid Search,CAD,175918,7196995,78887.67,0.010961,0.037812,0.05507,154.26,0.2885,4,0.3,impressions,1.0,10000000,1.1,1.0,120000,1.05,39443.84,118331.51,0.912
7,2025-07-14,Ontario,Home & Garden,Paid Search,CAD,200671,8215873,108338.49,0.013186,0.033152,0.052422,155.77,0.2844,4,0.3,impressions,1.0,10000000,1.1,1.0,120000,1.05,54169.25,162507.74,0.977
8,2025-07-21,Ontario,Home & Garden,Paid Search,CAD,192280,9812160,110610.89,0.011273,0.037629,0.053242,157.27,0.3066,4,0.3,impressions,1.0,10000000,1.1,1.0,120000,1.05,55305.45,165916.34,0.947
9,2025-07-28,Ontario,Home & Garden,Paid Search,CAD,199617,7506122,89278.45,0.011894,0.036407,0.053322,160.92,0.3112,4,0.3,impressions,1.0,10000000,1.1,1.0,120000,1.05,44639.22,133917.67,1.044
10,2025-08-04,Ontario,Home & Garden,Paid Search,CAD,169414,7972622,98824.74,0.012396,0.033139,0.060225,159.24,0.2795,4,0.3,impressions,1.0,10000000,1.1,1.0,120000,1.05,49412.37,148237.11,0.986
11,2025-08-11,Ontario,Home & Garden,Paid Search,CAD,196755,7831277,88193.65,0.011262,0.034361,0.057419,165.15,0.2896,4,0.3,impressions,1.0,10000000,1.1,1.0,120000,1.05,44096.82,132290.47,1.025
12,2025-08-18,Ontario,Home & Garden,Paid Search,CAD,188090,10535006,121509.58,0.011534,0.033656,0.053748,161.52,0.29,4,0.3,impressions,1.0,10000000,1.1,1.0,120000,1.05,60754.79,182264.37,0.929
13,2025-08-25,Ontario,Home & Garden,Paid Search,CAD,170512,8323165,97686.92,0.011737,0.033672,0.051936,160.26,0.3004,4,0.3,impressions,1.0,10000000,1.1,1.0,120000,1.05,48843.46,146530.38,1.089
1,2025-06-02,Ontario,Home & Garden,Display,CAD,201768,11081340,45966.98,0.004148,0.003874,0.011521,164.89,0.2927,5,0.5,impressions,1.0,25000000,1.05,1.0,90000,1.05,18386.79,73547.17,1.053
2,2025-06-09,Ontario,Home & Garden,Display,CAD,181400,11572546,48831.34,0.00422,0.003627,0.012786,162.71,0.3156,5,0.5,impressions,1.0,25000000,1.05,1.0,90000,1.05,19532.54,78130.14,0.913
3,2025-06-16,Ontario,Home & Garden,Display,CAD,198989,10951554,42003.59,0.003835,0.003969,0.010911,161.39,0.2886,5,0.5,impressions,1.0,25000000,1.05,1.0,90000,1.05,16801.44,67205.75,0.984
4,2025-06-23,Ontario,Home & Garden,Display,CAD,175729,12898946,55105.47,0.004272,0.00432,0.010992,165.26,0.2893,5,0.5,impressions,1.0,25000000,1.05,1.0,90000,1.05,22042.19,88168.74,1.062
5,2025-06-30,Ontario,Home & Garden,Display,CAD,169147,11613450,47314.03,0.004074,0.004265,0.011591,154.22,0.2981,5,0.5,impressions,1.0,25000000,1.05,1.0,90000,1.05,18925.61,75702.46,1.09
6,2025-07-07,Ontario,Home & Garden,Display,CAD,190984,11034570,41309.71,0.003744,0.004259,0.013133,155.42,0.271,5,0.5,impressions,1.0,25000000,1.05,1.0,90000,1.05,16523.88,66095.54,0.936
7,2025-07-14,Ontario,Home & Garden,Display,CAD,178710,10059970,37302.33,0.003708,0.004233,0.011518,158.76,0.2755,5,0.5,impressions,1.0,25000000,1.05,1.0,90000,1.05,14920.93,59683.73,1.07
8,2025-07-21,Ontario,Home & Garden,Display,CAD,192757,14047150,58712.31,0.00418,0.004234,0.011863,161.1,0.2905,5,0.5,impressions,1.0,25000000,1.05,1.0,90000,1.05,23484.92,93939.7,1.024
9,2025-07-28,Ontario,Home & Garden,Display,CAD,177402,11370766,44432.82,0.003908,0.004094,0.012439,165.91,0.2797,5,0.5,impressions,1.0,25000000,1.05,1.0,90000,1.05,17773.13,71092.51,0.925
10,2025-08-04,Ontario,Home & Garden,Display,CAD,171425,10155040,43183.29,0.004252,0.00408,0.011702,158.89,0.3101,5,0.5,impressions,1.0,25000000,1.05,1.0,90000,1.05,17273.32,69093.26,0.978
11,2025-08-11,Ontario,Home & Garden,Display,CAD,167306,11471369,46603.19,0.004063,0.004085,0.012377,167.81,0.3115,5,0.5,impressions,1.0,25000000,1.05,1.0,90000,1.05,18641.27,74565.1,0.912
12,2025-08-18,Ontario,Home & Garden,Display,CAD,205709,14099172,56688.47,0.004021,0.003849,0.011128,160.3,0.3045,5,0.5,impressions,1.0,25000000,1.05,1.0,90000,1.05,22675.39,90701.55,1.076
13,2025-08-25,Ontario,Home & Garden,Display,CAD,172226,10672494,40605.19,0.003805,0.003695,0.011612,154.83,0.3027,5,0.5,impressions,1.0,25000000,1.05,1.0,90000,1.05,16242.08,64968.31,1.042
1,2025-06-02,Ontario,Home & Garden,Social,CAD,173415,8531824,25061.85,0.002937,0.008373,0.014467,166.24,0.3012,2,0.6,impressions,1.0,18000000,1.1,1.0,80000,1.08,10024.74,40098.95,0.949
2,2025-06-09,Ontario,Home & Garden,Social,CAD,163767,9295240,25580.45,0.002752,0.00736,0.017015,156.68,0.2727,2,0.6,impressions,1.0,18000000,1.1,1.0,80000,1.08,10232.18,40928.72,0.962
3,2025-06-16,Ontario,Home & Garden,Social,CAD,177661,9634201,27644.02,0.002869,0.008117,0.015711,156.4,0.3179,2,0.6,impressions,1.0,18000000,1.1,1.0,80000,1.08,11057.61,44230.43,0.908
4,2025-06-23,Ontario,Home & Garden,Social,CAD,201862,12112814,36719.05,0.003031,0.007259,0.016829,164.54,0.3118,2,0.6,impressions,1.0,18000000,1.1,1.0,80000,1.08,14687.62,58750.48,1.058
5,2025-06-30,Ontario,Home & Garden,Social,CAD,191502,8247531,24777.37,0.003004,0.00796,0.015386,160.03,0.3066,2,0.6,impressions,1.0,18000000,1.1,1.0,80000,1.08,9910.95,39643.78,0.991
6,2025-07-07,Ontario,Home & Garden,Social,CAD,172124,8778811,25990.87,0.002961,0.008192,0.015167,155.36,0.3225,2,0.6,impressions,1.0,18000000,1.1,1.0,80000,1.08,10396.35,41585.4,0.908
7,2025-07-14,Ontario,Home & Garden,Social,CAD,174384,9077512,29899.05,0.003294,0.008281,0.015087,160.54,0.2873,2,0.6,impressions,1.0,18000000,1.1,1.0,80000,1.08,11959.62,47838.48,1.064
8,2025-07-21,Ontario,Home & Garden,Social,CAD,195186,10860190,33265.71,0.003063,0.007693,0.017562,165.51,0.2744,2,0.6,impressions,1.0,18000000,1.1,1.0,80000,1.08,13306.28,53225.13,1.031
9,2025-07-28,Ontario,Home & Garden,Social,CAD,171332,8463935,24190.49,0.002858,0.007511,0.01554,161.81,0.2907,2,0.6,impressions,1.0,18000000,1.1,1.0,80000,1.08,9676.19,38704.78,0.982
10,2025-08-04,Ontario,Home & Garden,Social,CAD,172409,8585044,23975.46,0.002793,0.007513,0.01748,166.61,0.2957,2,0.6,impressions,1.0,18000000,1.1,1.0,80000,1.08,9590.18,38360.74,1.027
11,2025-08-11,Ontario,Home & Garden,Social,CAD,189614,8678636,23722.39,0.002733,0.008297,0.015896,166.7,0.3288,2,0.6,impressions,1.0,18000000,1.1,1.0,80000,1.08,9488.96,37955.83,0.99
12,2025-08-18,Ontario,Home & Garden,Social,CAD,201634,11383921,33851.69,0.002974,0.007715,0.014647,165.09,0.271,2,0.6,impressions,1.0,18000000,1.1,1.0,80000,1.08,13540.68,54162.7,0.944
13,2025-08-25,Ontario,Home & Garden,Social,CAD,201334,8610803,24567.07,0.002853,0.007493,0.016871,155.07,0.2927,2,0.6,impressions,1.0,18000000,1.1,1.0,80000,1.08,9826.83,39307.31,1.024
1,2025-06-02,Ontario,Home & Garden,Affiliate,CAD,205079,5287727,34606.9,0.006545,0.017661,0.030206,153.81,0.2825,4,0.4,impressions,1.0,6000000,1.0,1.0,60000,1.0,10382.07,62292.41,0.935
2,2025-06-09,Ontario,Home & Garden,Affiliate,CAD,183833,4412172,24088.97,0.00546,0.016722,0.029527,162.48,0.2746,4,0.4,impressions,1.0,6000000,1.0,1.0,60000,1.0,7226.69,43360.14,1.092
3,2025-06-16,Ontario,Home & Garden,Affiliate,CAD,170773,4729513,31203.19,0.006598,0.017736,0.029139,160.51,0.2925,4,0.4,impressions,1.0,6000000,1.0,1.0,60000,1.0,9360.96,56165.74,1.002
4,2025-06-23,Ontario,Home & Garden,Affiliate,CAD,168918,5615866,31407.56,0.005593,0.01778,0.028625,156.98,0.3005,4,0.4,impressions,1.0,6000000,1.0,1.0,60000,1.0,9422.27,56533.61,1.09
5,2025-06-30,Ontario,Home & Garden,Affiliate,CAD,191298,5081963,31669.3,0.006232,0.018154,0.027381,152.99,0.3143,4,0.4,impressions,1.0,6000000,1.0,1.0,60000,1.0,9500.79,57004.73,1.046
6,2025-07-07,Ontario,Home & Garden,Affiliate,CAD,205534,4842783,26945.37,0.005564,0.016517,0.031361,157.43,0.3266,4,0.4,impressions,1.0,6000000,1.0,1.0,60000,1.0,8083.61,48501.67,0.918
7,2025-07-14,Ontario,Home & Garden,Affiliate,CAD,195693,4606547,28359.07,0.006156,0.017919,0.027374,153.26,0.2805,4,0.4,impressions,1.0,6000000,1.0,1.0,60000,1.0,8507.72,51046.32,0.933
8,2025-07-21,Ontario,Home & Garden,Affiliate,CAD,166577,5679941,30911.91,0.005442,0.019248,0.027791,158.32,0.3288,4,0.4,impressions,1.0,6000000,1.0,1.0,60000,1.0,9273.57,55641.43,1.05
9,2025-07-28,Ontario,Home & Garden,Affiliate,CAD,196609,4793079,27033.03,0.00564,0.017324,0.031304,159.36,0.2859,4,0.4,impressions,1.0,6000000,1.0,1.0,60000,1.0,8109.91,48659.45,1.052
10,2025-08-04,Ontario,Home & Garden,Affiliate,CAD,164094,4957415,28339.27,0.005717,0.018057,0.03257,155.84,0.3068,4,0.4,impressions,1.0,6000000,1.0,1.0,60000,1.0,8501.78,51010.68,1.022
11,2025-08-11,Ontario,Home & Garden,Affiliate,CAD,195699,4972002,31670.29,0.00637,0.017548,0.031485,160.83,0.2701,4,0.4,impressions,1.0,6000000,1.0,1.0,60000,1.0,9501.09,57006.53,0.95
12,2025-08-18,Ontario,Home & Garden,Affiliate,CAD,204740,6232442,35884.77,0.005758,0.017873,0.032794,155.57,0.2827,4,0.4,impressions,1.0,6000000,1.0,1.0,60000,1.0,10765.43,64592.59,1.022
13,2025-08-25,Ontario,Home & Garden,Affiliate,CAD,181357,4970260,30566.16,0.00615,0.017292,0.030831,161.55,0.2796,4,0.4,impressions,1.0,6000000,1.0,1.0,60000,1.0,9169.85,55019.09,0.904
1,2025-06-02,Ontario,Home & Garden,Email,CAD,167144,2762733,4019.56,0.001455,0.050398,0.043914,167.45,0.2758,6,0.2,impressions,1.0,3000000,0.95,1.0,40000,0.95,803.91,10048.9,0.955
2,2025-06-09,Ontario,Home & Garden,Email,CAD,182347,2857722,4522.53,0.001583,0.050708,0.040742,161.84,0.3056,6,0.2,impressions,1.0,3000000,0.95,1.0,40000,0.95,904.51,11306.32,0.945
3,2025-06-16,Ontario,Home & Garden,Email,CAD,188336,2432027,3803.27,0.001564,0.046618,0.0392,152.68,0.2777,6,0.2,impressions,1.0,3000000,0.95,1.0,40000,0.95,760.65,9508.17,0.949
4,2025-06-23,Ontario,Home & Garden,Email,CAD,204083,3089939,4877.14,0.001578,0.046663,0.040742,157.31,0.3047,6,0.2,impressions,1.0,3000000,0.95,1.0,40000,0.95,975.43,12192.85,0.967
5,2025-06-30,Ontario,Home & Garden,Email,CAD,202281,2421849,3835.35,0.001584,0.054975,0.043829,152.32,0.3026,6,0.2,impressions,1.0,3000000,0.95,1.0,40000,0.95,767.07,9588.38,1.058
6,2025-07-07,Ontario,Home & Garden,Email,CAD,190593,2623468,3952.65,0.001507,0.054723,0.040867,160.3,0.2932,6,0.2,impressions,1.0,3000000,0.95,1.0,40000,0.95,790.53,9881.63,1.087
7,2025-07-14,Ontario,Home & Garden,Email,CAD,182064,2713695,4365.88,0.001609,0.050959,0.042857,160.3,0.2908,6,0.2,impressions,1.0,3000000,0.95,1.0,40000,0.95,873.18,10914.71,0.916
8,2025-07-21,Ontario,Home & Garden,Email,CAD,187638,3459943,4721.28,0.001365,0.048778,0.043953,163.15,0.3205,6,0.2,impressions,1.0,3000000,0.95,1.0,40000,0.95,944.26,11803.19,1.042
9,2025-07-28,Ontario,Home & Garden,Email,CAD,164460,2656531,4353.29,0.001639,0.049293,0.036731,158.92,0.3099,6,0.2,impressions,1.0,3000000,0.95,1.0,40000,0.95,870.66,10883.22,1.091
10,2025-08-04,Ontario,Home & Garden,Email,CAD,166803,2698803,4438.17,0.001644,0.052925,0.037193,163.79,0.2983,6,0.2,impressions,1.0,3000000,0.95,1.0,40000,0.95,887.63,11095.42,1.012
11,2025-08-11,Ontario,Home & Garden,Email,CAD,201979,2507763,3801.29,0.001516,0.045737,0.040359,165.99,0.3135,6,0.2,impressions,1.0,3000000,0.95,1.0,40000,0.95,760.26,9503.22,1.015
12,2025-08-18,Ontario,Home & Garden,Email,CAD,175603,3656185,5876.7,0.001607,0.051064,0.037352,166.9,0.3165,6,0.2,impressions,1.0,3000000,0.95,1.0,40000,0.95,1175.34,14691.76,1.072
13,2025-08-25,Ontario,Home & Garden,Email,CAD,170993,2390516,3706.83,0.001551,0.049889,0.037311,162.95,0.2872,6,0.2,impressions,1.0,3000000,0.95,1.0,40000,0.95,741.37,9267.08,0.98
1,2025-06-02,Ontario,Home & Garden,Online Video,CAD,204822,5513792,37758.15,0.006848,0.002801,0.008449,167.39,0.3159,3,0.7,impressions,1.0,14000000,1.15,1.0,110000,1.1,11327.45,64188.86,1.029
2,2025-06-09,Ontario,Home & Garden,Online Video,CAD,185761,5751913,39544.64,0.006875,0.002973,0.008943,155.73,0.2932,3,0.7,impressions,1.0,14000000,1.15,1.0,110000,1.1,11863.39,67225.9,1.052
3,2025-06-16,Ontario,Home & Garden,Online Video,CAD,198928,6178991,43928.48,0.007109,0.002915,0.00939,167.39,0.2931,3,0.7,impressions,1.0,14000000,1.15,1.0,110000,1.1,13178.54,74678.41,1.028
4,2025-06-23,Ontario,Home & Garden,Online Video,CAD,181343,7032583,53660.82,0.00763,0.003093,0.008252,153.71,0.3038,3,0.7,impressions,1.0,14000000,1.15,1.0,110000,1.1,16098.25,91223.39,1.022
5,2025-06-30,Ontario,Home & Garden,Online Video,CAD,194224,5365370,41221.18,0.007683,0.003245,0.008924,161.48,0.2796,3,0.7,impressions,1.0,14000000,1.15,1.0,110000,1.1,12366.35,70076.0,0.91
6,2025-07-07,Ontario,Home & Garden,Online Video,CAD,173336,5334988,36846.13,0.006907,0.002988,0.008367,164.0,0.2975,3,0.7,impressions,1.0,14000000,1.15,1.0,110000,1.1,11053.84,62638.42,0.974
7,2025-07-14,Ontario,Home & Garden,Online Video,CAD,177021,5621616,40197.63,0.007151,0.002742,0.009152,152.99,0.2941,3,0.7,impressions,1.0,14000000,1.15,1.0,110000,1.1,12059.29,68335.97,1.012
8,2025-07-21,Ontario,Home & Garden,Online Video,CAD,175728,7288145,54052.77,0.007417,0.002908,0.00885,154.59,0.3071,3,0.7,impressions,1.0,14000000,1.15,1.0,110000,1.1,16215.83,91889.71,1.046
9,2025-07-28,Ontario,Home & Garden,Online Video,CAD,201349,5867976,42453.26,0.007235,0.003031,0.008959,164.84,0.3284,3,0.7,impressions,1.0,14000000,1.15,1.0,110000,1.1,12735.98,72170.55,0.9
10,2025-08-04,Ontario,Home & Garden,Online Video,CAD,192154,5619639,36144.78,0.006432,0.003018,0.008486,160.51,0.3148,3,0.7,impressions,1.0,14000000,1.15,1.0,110000,1.1,10843.44,61446.13,0.998
11,2025-08-11,Ontario,Home & Garden,Online Video,CAD,166168,5280725,36097.09,0.006836,0.002962,0.008622,157.6,0.3088,3,0.7,impressions,1.0,14000000,1.15,1.0,110000,1.1,10829.13,61365.05,1.032
12,2025-08-18,Ontario,Home & Garden,Online Video,CAD,193615,7847288,51112.68,0.006513,0.003028,0.008874,158.58,0.3174,3,0.7,impressions,1.0,14000000,1.15,1.0,110000,1.1,15333.8,86891.56,0.912
13,2025-08-25,Ontario,Home & Garden,Online Video,CAD,189532,5890000,39706.56,0.006741,0.003102,0.008534,155.13,0.3165,3,0.7,impressions,1.0,14000000,1.15,1.0,110000,1.1,11911.97,67501.15,1.034
1,2025-06-02,Ontario,Grocery,Paid Search,CAD,196665,7582772,93418.3,0.01232,0.033157,0.054391,45.61,0.1588,4,0.3,impressions,1.0,10000000,1.1,1.0,120000,1.05,46709.15,140127.45,0.988
2,2025-06-09,Ontario,Grocery,Paid Search,CAD,169772,8041231,105152.48,0.013077,0.036191,0.054513,43.56,0.1553,4,0.3,impressions,1.0,10000000,1.1,1.0,120000,1.05,52576.24,157728.72,0.913
3,2025-06-16,Ontario,Grocery,Paid Search,CAD,188592,7524771,84635.73,0.011248,0.037094,0.051232,47.15,0.1565,4,0.3,impressions,1.0,10000000,1.1,1.0,120000,1.05,42317.87,126953.6,1.007
4,2025-06-23,Ontario,Grocery,Paid Search,CAD,165102,9153125,117124.58,0.012796,0.037411,0.057523,43.7,0.1542,4,0.3,impressions,1.0,10000000,1.1,1.0,120000,1.05,58562.29,175686.88,1.043
5,2025-06-30,Ontario,Grocery,Paid Search,CAD,203835,8258734,105851.96,0.012817,0.031671,0.055877,44.46,0.1363,4,0.3,impressions,1.0,10000000,1.1,1.0,120000,1.05,52925.98,158777.95,1.043
6,2025-07-07,Ontario,Grocery,Paid Search,CAD,182986,8487329,91976.35,0.010837,0.035549,0.05203,45.88,0.1419,4,0.3,impressions,1.0,10000000,1.1,1.0,120000,1.05,45988.17,137964.52,1.006
7,2025-07-14,Ontario,Grocery,Paid Search,CAD,199088,8627866,106488.25,0.012342,0.036778,0.058074,46.97,0.1645,4,0.3,impressions,1.0,10000000,1.1,1.0,120000,1.05,53244.12,159732.37,1.041
8,2025-07-21,Ontario,Grocery,Paid Search,CAD,168594,9957486,114028.77,0.011452,0.036143,0.050641,42.78,0.1391,4,0.3,impressions,1.0,10000000,1.1,1.0,120000,1.05,57014.39,171043.16,1.08
9,2025-07-28,Ontario,Grocery,Paid Search,CAD,206889,8625593,98309.27,0.011397,0.03714,0.050288,46.44,0.1591,4,0.3,impressions,1.0,10000000,1.1,1.0,120000,1.05,49154.64,147463.91,1.095
